index,film_name,source,content
220,The Bear,https://en.wikipedia.org/wiki/The_Bear_(1988_film),"In 1885, in the mountainous wilds of British Columbia, Canada, a male grizzly bear cub is tragically orphaned when his mother is killed by a rockslide after digging and searching for honey for the two to eat. Forced to fend for himself, the cub struggles to find food and shelter. Elsewhere in the mountains, a male Kodiak bear roams free in the forest as he isÂ unknowingly being pursued and hunted by two trophy hunters, Tom and Bill. Tom attempts to kill the Kodiak, but his gunshot only grazes the bear's shoulder and the wounded bear flees. Shortly after, Tom and Bill hear crashing noises and the sounds of their tied up horses. The men discover two of their three horses missing and claw marks on the trees. Bill finds one horse dead and mutilated, while Tom finds the other one frightened and wounded. While attempting to control the horse, Tom is lifted by the animal's reigns and sprains his leg. Bill makes a promise to hunt and kill the bear for revenge. The cub later comes across the Kodiak, and, noticing his wound, attempts to help him, but the Kodiak warns the cub away, emphasizing he doesn't need support. The cub persists and approaches him again, managing to soothe his wound by licking it. A friendship forms between the two bears as the Kodiak becomes the cub's foster father, teaching him how to catch salmon and hunt animals such as mule deer for food. That evening, the cub suffers from nightmares where he relives the tragic death of his mother. Later, the Kodiak and the cub encounter a lone female grizzly, whereupon a mating ritual occurs. The Kodiak tries to impress the female by showing off his strength and then tries to mate with her afterwards, but fails. Determined to find the Kodiak, the two hunters are joined by a third man and his pack of vicious Beaucerons, in addition to Tom's Airedale Terrier. A chase ensues in which both bears are driven toward a cliff with the dog pack pursuing them. While the cub hides in a cave, the Kodiak ferociously fights off the pack. Despite suffering grievous wounds from the dogs, the Kodiak manages to kill some of the dogs before escaping over a pass, leaving the cub behind. The hunters arrive to find some of their dogs, including Tom's dog, mortally wounded. The men spot the lone cub and capture him, taking him back to their camp where he is tethered to a tree and tormented by the men and their remaining dogs. That night, the hunters plot how to massacre the Kodiak, though unbeknownst to them, they are being watched over and stalked by the bear. The next day, the hunters split up, with Tom manning a spot high on a cliff near a waterfall. He leaves his post to wash up in a small waterfall in the hills. His gun out of reach, Tom suddenly finds himself confronted by the Kodiak, who aggressively roars at the sight of him. Faced with certain death, Tom cowers and expects to be mauled. However, the Kodiak, upon seeing that Tom is at his mercy, refuses to kill him and leaves. Tom, amazed by the bear's act of mercy, attempts to scare him off more quickly by shooting his gun in the air. When Bill joins him, Tom lies that the bear is dead. When Bill catches sight of the Kodiak ascending a scree, he raises his rifle to shoot, only to be intercepted by Tom, who insists they let the animal go free instead. The three hunters return to their camp empty-handed, where they release the cub and then ride off into the wilderness. Alone again, the cub is soon stalked and attacked by a cougar, who chases the cub until it corners him near a stream. The cub, injured by the cougar's attacks, desperately growls in self-defense. Suddenly, the Kodiak appears behind the cub and saves his life by unleashing a loud roar that chases the cougar away. The cub happily reunites with the Kodiak and runs to his side, where he is comforted. As winter approaches, the two bears find shelter in a cave for hibernation, where they peacefully fall asleep together."
221,The Beast,https://en.wikipedia.org/wiki/The_Beast_(1988_film),"In 1981 Afghanistan, a Soviet tank unit attacks a Pashtun village harboring a group of mujahideen fighters. Following the assault, one of the tanksâ€”commanded by ruthless commander Daskalâ€”takes a wrong turn through a mountain pass and enters a blind valley. Taj returns to discover the village destroyed, and his father and brother killedâ€”the latter by having been crushed under Daskal's tank. As the new khan following his brother's death, Taj is spurred to seek revenge and leads a band of mujahideen fighters into the valley to pursue Daskal's tank, which they call 'The Beast', counting on their captured RPG-7 anti-tank weapon to destroy it. Lost, isolated, and with their radio damaged in the village attack, the tank crew set out to find Kandahar Road and return to Soviet lines. While camping for the night, Afghan communist crewman Samad educates the reluctant tank driver, Konstantin Koverchenko, about the Pashtun people's code of honour, Pashtunwali; particularly nanawatai, which requires that an enemy is to be given sanctuary if requested. En route, the crew suffer several setbacks and ambushes from Taj's band. Suspecting Samad to be a traitor, Daskal murders him in front of his men; Koverchenko threatens to report Daskal. At a brief stop, Koverchenko states that the tank is breaking down; Daskal accuses him of mutiny and orders gunner Kaminski and loader Golikov to tie him to a rock, and leave him with a grenade behind his head as a booby-trap for the mujahideen. Wild dogs eventually attack Koverchenko, but he is saved when the grenade rolls off the rock and explodes, scaring them away. Taj's band reunite with several vengeful women from the village and find Koverchenko, who pleads for nanawatai. The mujahideen give him food and shelter. Koverchenko befriends Taj after fixing the broken RPG-7 and agrees to help them destroy the tank. Meanwhile, the remaining tank crew finally realize they are trapped in the valley, until a Soviet helicopter appears and offers to rescue them. Daskal refuses the offer, has the tank refueled, and the crew heads back towards the narrow mountain pass where they entered, which the helicopter pilot says is the only way out. The crew drives through the night and find the helicopter crew deadâ€”they drank from a waterhole unaware that the tank crew had poisoned earlier with cyanide. The mujahideen and Koverchenko catch up with the tank and pursue it through the pass. Koverchenko finally fires the RPG after a tense chase, only to damage the tank's main gun. Just as it seems the tank will escape, the village women use explosives to blow up the cliff-side, dropping boulders onto the tank and disabling it. Koverchenko sets fire to the tank's leaked fuel, forcing the crew to bail; he pleads nanawatai on their behalf, and Taj reluctantly agrees. Koverchenko confronts Daskal over his brutality, and declares he hopes that he lives to see the Soviets lose the war. Kaminski and Golikov flee on foot, but Daskal is chased down by the village women and murdered; they bring back his bloodied uniform to Taj as a trophy. Horrified, Koverchenko waves down an arriving Soviet helicopter to be rescued. Koverchenko salutes Taj as he is hoisted by a harness, brandishing a jezail musket Taj had gifted to him. The film ends with Koverchenko flying off with the helicopter over the Afghan landscape."
222,The Big Blue,https://en.wikipedia.org/wiki/The_Big_Blue,"Two children, Jacques Mayol and Enzo Molinari, have grown up on the Greek island of Amorgos in the 1960s. Enzo challenges Jacques to collect a coin on the sea floor but Jacques refuses. Later, Jacques' father â€” who harvests shellfish from the seabed using a pump-supplied air hose and helmet â€” goes diving. His breathing apparatus and rope gets caught and punctured by rocks on the reef and weighed down by water, he drowns. Jacques and Enzo can do nothing but watch in horror as he is killed. By the 1980s, both are well known freedivers, swimmers who can remain underwater for great times and at great depths. Enzo is in Sicily now, where he rescues a trapped diver from a shipwreck. He is a world champion freediver with a brash and strong personality, and now wishes to find Jacques and persuade him to return to no limits freediving in order to prove he is still the better of the two, in a friendly sports rivalry. Jacques himself works extensively with scientific research as a human research subject, and with dolphins, and is temporarily participating in research into human physiology in the iced-over lakes of the Peruvian Andes, where his remarkable and dolphin-like bodily responses to cold water immersion are being recorded. Insurance broker Johana Baker visits the station for work purposes and is introduced to Jacques. She secretly falls in love with him. When she hears that Jacques will be at the World Diving Championships in Taormina, Sicily, she fabricates an insurance problem that requires her presence there, in order to meet him again. She and Jacques fall in love. However none of them realize the extent of Jacques' allurement with the depths. Jacques beats Enzo by 1 meter, and Enzo offers him a crystal dolphin as a gift, and a tape measure to show the small difference between Jacques' and Enzo's records. Johana goes back home to New York but is fired after her deception is discovered; she leaves New York and begins to live with Jacques. She hears the story that if one truly loves the deep sea, then a mermaid will appear at the depths of the sea, and will lead a diver to an enchanted place. At the next World Diving Championships, Enzo beats Jacques' record. The depths at which the divers are competing enter new territory and the dive doctor suggests they should cease competing, but the divers decide to continue. Jacques is asked to look at a local dolphinarium where a new dolphin has been placed, and where the dolphins are no longer performing; surmising that the new dolphin is homesick, the three of them break in at night to liberate the dolphin and transport her to the sea again. Back at the competition, other divers attempt to break Enzo's new record but all fail. Jacques then attempts his next dive and reaches 400Â ft (122 m) breaking Enzo's world record. Angered by this, Enzo prepares to break Jacques' new world record. The doctor supervising the dive warns that the competitors must not go deeper - based upon Jacques' bodily reactions, at around 400Â ft, conditions, and in particular the pressure, will become lethal and divers will be killed if they persist in attempting such depths. Enzo dismisses the advice and attempts the dive anyway, but is unable to make his way back to the surface. Jacques dives down to rescue him. Enzo, dying, tells Jacques that he was right and that it is better down there, and begs Jacques to help him back down to the depths, where he belongs. Jacques is grief-stricken and refuses, but after Enzo dies in his arms, finally honors his dying wish and takes Enzo's body back down to 400Â ft, leaving him to drift to the ocean floor. Jacques - himself suffering from cardiac arrest after the dive - is rescued and brought back to the surface by supervising scuba divers and requires his heart to be restarted with a defibrillator before being placed in medical quarters to recover. Jacques appears to be recovering from the diving accident, but later experiences a strange hallucinatory dream in which the ceiling collapses and the room fills with water, and he finds himself in the ocean depths surrounded by dolphins. Johana, who has just discovered she is pregnant, returns to check up on Jacques in the middle of the night, but finds him lying awake yet unresponsive in his bed with bloody ears and a bloody nose. Johana attempts to help him, but Jacques begins to get up and walk to the empty diving boat and gets suited up for one final dive. Desperately, Johana begs Jacques not to go, saying she is alive but whatever has happened at the depths is not, but he says he has to. She tells Jacques that she is pregnant, and sorrowfully begs him to stay, but finally understands he feels he must go. The two embrace and Johana breaks down crying. Jacques then places the release cord for the dive ballast in her hand, and - still sobbing - she pulls it, sending him down to the depths he loves. Jacques descends and floats for a brief moment staring into the darkness. A dolphin then appears and Jacques lets go of his harness and swims away with it into the darkness. Original and alternate (US) endings[edit] The original ending was intentionally ambiguous,[citation needed] though considering the depth Jacques has swum to, it would seem he is unlikely to regain the surface alive, and he dies. In the American adaptation, the ending is extended with an additional scene: after swimming away with the dolphin, Jacques is returned to the surface."
223,Bloodstone,https://en.wikipedia.org/wiki/Bloodstone_(1988_film),"In 12th Century India, a huge ruby was bestowed with the power of good and the curse of evil by the spilt blood of Princess Lafla. In the 18th Century, the British stole it. In today's India, small-time crook Paul Lorre steals the stone back. While attempting delivery to international fence Ludwig Van Hoeven, he realizes the authorities are onto him and slips the priceless gem into the baggage of the unsuspecting Sandy and Stephanie McVey. Lorre manages to indicate the taxi driver Shyam Sabu to Van Hoeven's thugs. Sabu realizes that he is being followed, but he does not see the huge ruby fall into a crevice inside his trunk while dropping Sandy and Stephanie at their hotel. Soon Sandy and Sabu are both in action; Sandy in a brutal fight with two thieves ransacking his room and Sabu in a life-or-death car chase and shootout. Stephanie gets kidnapped by Van Hoeven's thugs. Van Hoeven contacts Sandy and proposes Stephanie in exchange for the gem at the waterfalls on the road to Bangalore. Without the ruby, Sandy has no option but the police, but Sabu produces the stone, igniting a vicious fight between the two equally matched men, ending in a second agreement. Sandy will pay well, but the ruby is his to exchange for Stephanie's life. They prepare for a conflict while Sabu lets his Indian friends know that their help may be needed. At every corner, the bungling Ramesh is attempting to keep up with the furious pace, always managing somehow to fail. Sandy and Sabu are ambushed while exiting the rain forests but survive the shootout and capture two of Van Hoeven's men, learning of the lone secret passage before tossing Misba them over the waterfalls. Van Hoeven is giving a festive, lavish party. But Sandy and Sabu have penetrated the palace with plans of their own, when they... drop unexpectedly. The ruby proves to be a fake and they are moments from execution when Sabu's friends storm the fortress and a bloody mÃªlÃ©e ensues. Sandy, Stephanie and Sabu escape directly into the gun barrels of Ramesh's men. They are clean, Van Hoeven is arrested and Inspector Ramesh is a hero... but the Bloodstone is still missing."
224,Chouans!,https://en.wikipedia.org/wiki/Chouans!,"In 1793, during the French Revolution, a young woman named CÃ©line (Sophie Marceau), who was adopted by Count Savinien de Kerfadec, must choose between two men who have been raised like her brothers, Tarquin Larmor (Lambert Wilson) and AurÃ¨le de Kerfadec (StÃ©phane Freiss), while they take opposite sides in the conflict. Tarquin, also adopted by the Count, is a partisan of the New Republic and defends the new political system; AurÃ¨le, the Count's natural son, supports the Royalist side. Both sons are in love with CÃ©line. After the Republican Army decimates Western France, an insurgence of peasants, clergy, and aristocrats loyal to the Royalists stage a counterrevolution."
225,Crocodile Dundee II,https://en.wikipedia.org/wiki/Crocodile_Dundee_II,"""A year has passed since the events of Crocodile Dundee, and Mick Dundee and Susan """"Sue"""" Charlton are living happily together in New York. Although Mick's ignorance of city life is a hazard when he attempts to continue his former lifestyle, like blast fishing in Manhattan's waters, Sue's writing has made him a popular public figure. He later goes to work for Leroy Brown, a mild-mannered stationery salesman trying to live up to his self-conceived 'bad guy in the streets' image. While working for the DEA in Colombia, Sue's ex-husband Bob (mentioned, but not seen, in the first movie) takes photographs of a drug cartel leader's murder of an unknown person, and is spotted by one of the cartel's sentries. He sends the photographs to Sue before being murdered. Colombian Cartel leader Luis Rico and his brother and top lieutenant, Miguel, go to New York City to retrieve the photos. The gangsters take Sue hostage, leading Mick to ask Leroy for help. Leroy contacts a local street gang, whom Mick asks to create a distraction by caterwauling at the mansion's perimeter, leading most of the cartel's guards on a wild goose chase while Mick rescues Sue. Rico goes into hiding to avoid arrest, and after his henchmen fail a subsequent attempt to kill Sue, Mick decides to take Sue to Australia to protect themselves on familiar ground. In Walkabout Creek, Mick is enthusiastically welcomed back by friends. After getting provisions, he and Sue take refuge on his personal land, named Belonga Mick ('Mick's Place'; see bilong in Tok Pisin). Here, Sue discovers that Mick legally owns a large plot of land, including a gold mine. Rico and his men track them to Australia, where they hire some locals to assist, but their Aboriginal tracker abandons them when he hears that their quarry is Mick (the implication being that Mick is a good and respected friend). The gangsters then take Mick's friend Walter as a hostage, but Mick saves his friend by shooting Walter slightly. Walter convinces the gangsters that Mick's failed attack was because he is the only person suitable to guide them, so they take him as a replacement tracker. He then leads the gangsters on a false trail through the Outback, during which Mick, with the help of his Aboriginal friends he summoned with a bullroarer, manages to reduce the opposition's numbers one by one, leaving the rest increasingly nervous. In the end, he retrieves Walter from Rico and Miguel, leaving the latter to face him alone. Rico sets a bushfire in a ploy to corner Mick, but Mick regains the upper hand, captures Rico, and switches clothes with him to lure Miguel into a vulnerable position. Sue, Walter, and Miguel begin shooting at the pair from a distance, mistaking their targets for each other. Walter and Miguel shoot Mick and Rico, respectively, and Rico falls down an escarpment to his death. Sue shoots and kills Miguel, after which they learn of the clothing switch from one of the aborigines. Sue is relieved to find that Walter's shot has only wounded Mick, and the two embrace. He asks her if she is ready to go home, to which she joyfully replies, """"I am home."""""""
226,The Deceivers,https://en.wikipedia.org/wiki/The_Deceivers_(film),"""The film takes place in India in 1825. The country is being ravaged by Thuggees, a Kali-worshiping cult also known as """"Deceivers"""", who commit robbery and ritualistic murder. Captain William Savage, an honorable district administrator for the East India Company, is informed by his subjects in Madhia about the Thugees' murder raids, and appalled, he opens a manhunt on them. He manages to capture a Thugee named Hussein and win his cooperation, but for acting on his own initiative, Savage's chief officer and father-in-law, Colonel Wilson, stubbornly adhering to Company protocol, dismisses his report and relieves him of his duty. Chagrined but determined, Savage decides to disguise himself as an imprisoned native outlaw, Gopal the Weaver, and get introduced into the Thugee cult by Hussein, with only his wife Sarah knowing about his plan. He is accepted, and after a period of training he is forced to participate in their raids. One day, however, Gopal appears at the fortress, revealing himself as a Thuggee, and in order to avoid being exposed, Savage is forced to kill him. This awakens in him a dark, ecstatic fascination for killing. Savage also discovers that certain East Indian Company officials know about the Thuggees' activities but let them pass through their districts in exchange for a share of their ill-gotten plunder. Fearing for Savage's safety, Hussein flees to inform Sarah of her husband's situation; but Thuggee infiltrators in the Company overhear them and capture Hussein before he can return to the fortress. With Savage's secret thus exposed, but with the Thuggees willing to accept him as one of their own, Savage is instructed to kill Hussein. Taking one of the Thuggees' children hostage, he forces his way out of the fortress, but Hussein is shot dead before he can get away. Savage flees into a field of reeds, where the Thuggees encircle him; but before they can kill him, East India Company troopers, alerted by Sarah's servant, arrive and defeat the Thuggees. Rehabilitated and promoted to colonel, Savage receives the official task of eradicating the Thuggee cult throughout India, although Savage must now struggle with the mental scars his time with the Thuggees and their bloodthirsty ways have left on him."""
227,El Dorado,https://en.wikipedia.org/wiki/El_Dorado_(1988_film),"The film is about an expedition down the Amazon and Orinoco  rivers in 1560 by Spanish soldiers searching for the fabled city of gold, El Dorado. Taking some followers and family along on the journey, they descend into madness and battle the environment and each other."
228,The Gods Must Be Crazy 2,https://en.wikipedia.org/wiki/The_Gods_Must_Be_Crazy_2,"""The film has four storylines, which run in parallel and interact: Xixo trying to find his lost childrenTwo elephant poachers travelling in a truck on which Xixo's children are stuckA zoologist and a lawyer stranded in a desertTwo soldiers fighting each other The story starts with two elephant poachers, the chronically mean """"Big Ben"""" Brenner and his affable but not-very-bright assistant George, crossing the area in which Xixo's tribe lives. Curious about their vehicle, Xixo's son Xiri and daughter Xisa climb into the water tank trailer and are taken for an involuntary ride as the poachers continue. Xixo follows on foot, determined to retrieve his children. Dr. Ann Taylor, a young lawyer from New York City, arrives at a bush resort to give a lecture at a legal conference. Since she has spare time, she accepts the invitation of a young man to take a joyride in a two-seat, twin engine ultralight aircraft. They go to see scientist Dr. Stephen Marshall, who has just been radioed that he must report to the resort where Dr. Taylor just came from to tend to a wounded animal they have found. Leaving the other pilot to watch his truck and equipment, he heads for the resort in the ultralight with Ann aboard, but encounter severe weather and crash, stranding them in the Kalahari desert. In addition, war is brewing, personified by a lost Cuban soldier (Mateo) and his Angolan enemy (Timi), who repeatedly attempt to take each other prisoner. In the course of the movie, all these people cross paths with Xixo and/or his children. Finally, the plot culminates in the poachers capturing Xixo, Taylor, Marshall, and the two soldiers. Xixo manages to save them, and George, who is actually a nice guy kept under the heel of his boss, gives Xixo directions to his children. The poachers are captured, both soldiers come to somewhat reluctant terms and part without further violence, Taylor and Marshall return to civilization (though not without a last embarrassing accident), entering into a romantic relationship, and Xixo finds his children."""
229,Gorillas in the Mist,https://en.wikipedia.org/wiki/Gorillas_in_the_Mist,"Occupational therapist Dian Fossey (Sigourney Weaver) is inspired by anthropologist Louis Leakey (Iain Cuthbertson) to devote her life to the study of primates. She writes ceaselessly to Leakey for a job cataloging and studying the rare mountain gorillas of Africa. Following him to a lecture in Louisville, Kentucky in 1966, she convinces him of her conviction. They travel to the Congo, where Leakey and his foundation equip her to make contact with the gorillas, and introduce her to a local animal tracker, Sembagare (John Omirah Miluwi). Settling deep in the jungle, Fossey and Sembagare locate a troop of gorillas, but are displaced by the events of the Congo Crisis and forcibly evicted from their research site by Congolese soldiers, who accuse Fossey of being a foreign spy and agitator. Fossey is resigned to returning to the United States, but Sembagare and her temporary host Rosamond Carr (Julie Harris) motivate her to stay in Africa. Fossey establishes new research efforts in the jungles of neighboring Rwanda, where rampant poaching and corruption become apparent when she discovers several traps near her new base at Karisoke. Nevertheless, Fossey and her colleagues make headway with the gorillas, taking account of their communication and social groups. Her work impresses Leakey and gains international attention. National Geographic, which funds her efforts, dispatches photographer Bob Campbell (Bryan Brown) to highlight her research. Fossey, initially unreceptive, grows increasingly attached to Campbell after several photo sessions with the gorillas, and the two become lovers, in spite of Campbell's marriage. Campbell proposes to divorce his wife and marry Fossey but insists that she would have to spend time away from Karisoke and her gorillas, leading her to end their relationship. Fossey forms an emotional bond with a gorilla named Digit, and attempts to prevent the export of other gorillas by trader Van Vecten (Constantin Alexandrov). Appalled by the poaching of the gorillas for their skins, hands, and heads, Fossey complains to the Rwandan government and is dismissed, but a government minister (Waigwa Wachira) promises to hire an anti-poaching squad. Fossey's frustrations reach a climax when Digit is beheaded by poachers. She leads numerous anti-poaching patrols, burns down the poachers' villages, and even stages a mock execution of one of the offenders, serving to alienate some of her research assistants and gaining her various enemies. Sembagare expresses concern at Fosseyâ€™s opposition to the emergent industry of gorilla tourism, but she nonchalantly dismisses his worries. On December 27, 1985, Dian Fossey is murdered in the bedroom of her cabin by an unseen assailant. At a funeral attended by Sembagare, Carr, and others, she is buried in the same cemetery where Digit and other gorillas had been laid to rest. Sembagare symbolically links the graves of Fossey and Digit with stones as a sign that their souls rest in peace together before leaving. The epilogue text explains that Fosseyâ€™s actions helped save the gorillas from extinction, while her death remains a mystery."
230,The Great Outdoors,https://en.wikipedia.org/wiki/The_Great_Outdoors_(film),"""Chicagoan Chester """"Chet"""" Ripley, his wife Connie, and their two sons, Buckley """"Buck"""" and Ben, are vacationing at a lake resort in Pechoggin, Wisconsin, for the summer. They get their cabin from its owner Wally. All goes as planned until Connie's sister Kate, her investment broker husband Roman Craig, and their twin daughters Mara and Cara unexpectedly arrive uninvited. Ghost stories after the family BBQ include one of a man-eating grizzly bear that Chet met directly when he was younger. Chet says that while he and Connie were honeymooning at the same lake, he was attacked by a giant grizzly bear. When he fired at it with a shotgun, the buckshot shaved the hair off the top of the bear's head and from then on, it was known as the """"Bald-Headed Bear"""" of Clare County. After Roman pulls Chet around the lake on an impromptu water ski ride with his rented speedboat, tensions between the families erupt. Chet is ready to pack up and go home, even as his teenage son Buck tries to romance a local girl Cammie. The budding romance goes well until Chet is challenged to eat a 96-ounce steak called """"the Old 96'er"""" at a family dinner which causes Buck to break their date. Buck tries to apologize to Cammie for being late, but Cammie refuses to speak to him. Connie and Kate bond at a local bar when the conversation drifts to Kate's feelings of loneliness with Roman despite their wealth. Later, just at the peak of tension between families, Roman tells of the time at his and Kate's wedding when he overheard a conversation between Chet and their father-in-law describing how they think Roman is a crooked businessman. Roman then tells Chet why he came up to visit: to offer Chet a $25,000 investment opportunity. Feeling guilty from the wedding story, Chet is initially reluctant, but eventually agrees to write Roman a check for the whole amount. The families say their goodbyes and Roman and his family head back to Chicago. On the car ride home, Kate praises Roman for including Chet in the investment, noting that $25,000 is a lot of money for Chet's family to part with. Now feeling guilty himself, Roman halts the car and returns to the cabin. Upon his return, Roman confesses that the story about the wedding conversation never happened and that he is broke from some failed investments. His true intention for coming up to the lake was to solicit money from Chet to financially recover. During a thunderstorm, Kate discovers the twins have gone missing. Chet and Roman find them at the bottom of an old mine shaft, but the claustrophobic Roman is reluctant to descend into the tiny space. After some encouragement from Chet, Roman reluctantly climbs down into the mine, while Chet searches for a rope to pull them out. Upon realizing that the mine is stocked with old dynamite, Roman takes his daughters and escapes the shaft on his own. Upon returning with the rope, Chet is horrified to discover the """"Bald-Headed Bear"""" lurking in the mine. It chases him back to the cabin, smashes through the door, and rampages through the house. Wally bursts in with a loaded shotgun lamp while Roman tries to hold off the animal with a fireplace poker and an oar. Chet takes the shotgun lamp and shoots the bear, blowing the fur off its rear. Roaring in pain, the bear runs out of the house making painful noises. The next morning, the families part on amicable terms. Cammie accepts Buck's apologies and they end their brief romance. When Chet wonders what Roman meant by he'll see him soon, Connie states that she invited the Craigs to stay with them until they can recover. The Ripleys return to Chicago as Chet plans to beat the Craigs to their house first. During the credits, Chet, Connie, Roman, and Kate are in a bar dancing to """"Land of a Thousand Dances"""". In a post-credits scene, two members of the raccoon family (who rummaged through the trash cans throughout the film) talk in their language about """"Jody"""" sitting in the lake. One of them learns about what happened and states that she is now """"bald on both ends""""."""
231,The Land Before Time,https://en.wikipedia.org/wiki/The_Land_Before_Time_(film),"""During the age of the dinosaurs, a massive famine forces several herds of dinosaurs to seek an oasis known as the Great Valley. Among these, a mother in a diminished """"longneck"""" herd gives birth to a single baby, named Littlefoot. Years later, Littlefoot encounters Cera, a """"three-horn"""",[6] until her father intervenes and tells her that three-horns don't play with longnecks, whereupon Littlefoot's mother describes other kinds of dinosaurs, who only associate with their own species. That night, as Littlefoot follows a """"hopper"""", he encounters Cera again, and they play together briefly until a large """"Sharptooth"""" attacks them. Littlefoot's mother comes to their rescue, but is mortally wounded in the process. An earthquake swallows up the Sharptooth and divides Littlefoot, Cera, and other dinosaurs from their herds; several die in the process, including Littlefoot's mother, who first gives her son some words of advice about finding the Great Valley before she dies, """"Littlefoot, let your heart guide you. It whispers, so listen closely."""" And with those words, she succumbs to her injuries. Confused and in grief, Littlefoot meets an old """"clubtail"""" named Rooter, who consoles him. He is then guided by his mother's voice telling him to follow the sun to the Great Valley and pass several landmarks, such as a rock formation that resembles a Longneck and the """"Mountains that Burn"""". Later, Littlefoot meets a """"bigmouth""""[7] named Ducky and a """"flyer""""[8] named Petrie, who accompany him on his journey. Cera, who is attempting to find her own kind, finds the unconscious Sharptooth inside a ravine and inadvertently wakes him up. She escapes and bumps into Littlefoot, Ducky, and Petrie; she tells them that the Sharptooth is alive and pursuing them, but Littlefoot does not believe her. As Cera describes her encounter, she accidentally flings Ducky to the direction of a lone hatching """"spiketail"""",[9] whom Ducky names """"Spike"""" and inducts into the group. Seeking the Great Valley, they discover a cluster of trees, which is abruptly depleted by a herd of Longnecks. Searching for remaining growth, they discover a single leaf-bearing tree, and obtain food by stacking up atop each other and pulling it down. Cera remains aloof, but at nightfall, she and everyone else gravitate to Littlefoot's side for warmth and companionship. The next morning, they are attacked by the Sharptooth, but they manage to escape through a tunnel that is too small for him to follow. Beyond this, they discover the landmarks mentioned by Littlefoot's mother. Before the volcanic range, a clash between Littlefoot's intention to follow his mother's directions and Cera's strong-willed insistence on going a different way results in a fight breaking out between them that causes the others to follow Cera, forcing Littlefoot to continue alone. However, when Ducky and Spike become endangered by lava and Petrie gets stuck in a tar pit, Littlefoot returns to rescue them. Cera gets ambushed by a pack of """"domeheads"""" who are also living in the Mountains that Burn; the rest of the group pose as a tar monster, scaring away the domeheads and frightening Cera. When she realizes who it really is, Cera angrily leaves the group. It is not long, however, before it becomes clear that her pride had been wounded, as Cera is reluctant to admit that her stubbornness and selfishness nearly put others in danger. Later, while crossing a pond, Petrie overhears the Sharptooth nearby. The group devises a scheme to lure him to the pond and drown him in the deep side using a nearby boulder. During the ensuing struggle, a draft from the Sharptooth's nostrils enables Petrie to fly for the first time. The plan nearly fails when the Sharptooth begins attacking the boulder while the group attempts to push it onto him. However, Cera, having finally overcome her sorrow, reunites with the group and headbutts the boulder, causing the Sharptooth to fall into the water below, the boulder crashing into him in the process. The Sharptooth momentarily takes Petrie down with him, seemingly to his death, but Petrie later emerges unharmed. Littlefoot, alone, follows a cloud resembling his mother, which guides him to the Great Valley. He is then joined by the others. Upon arrival, the five are reunited with their families: Petrie impresses his family with his newfound flight; Ducky introduces Spike to her family, who adopt him; Cera reunites with her father; and Littlefoot finds his grandparents. The group then rejoins at the top of a hill and embrace each other in a loving hug."""
232,The Lion of Africa,https://en.wikipedia.org/wiki/The_Lion_of_Africa,".mw-parser-output .ambox{border:1px solid #a2a9b1;border-left:10px solid #36c;background-color:#fbfbfb;box-sizing:border-box}.mw-parser-output .ambox+link+.ambox,.mw-parser-output .ambox+link+style+.ambox,.mw-parser-output .ambox+link+link+.ambox,.mw-parser-output .ambox+.mw-empty-elt+link+.ambox,.mw-parser-output .ambox+.mw-empty-elt+link+style+.ambox,.mw-parser-output .ambox+.mw-empty-elt+link+link+.ambox{margin-top:-1px}html body.mediawiki .mw-parser-output .ambox.mbox-small-left{margin:4px 1em 4px 0;overflow:hidden;width:238px;border-collapse:collapse;font-size:88%;line-height:1.25em}.mw-parser-output .ambox-speedy{border-left:10px solid #b32424;background-color:#fee7e6}.mw-parser-output .ambox-delete{border-left:10px solid #b32424}.mw-parser-output .ambox-content{border-left:10px solid #f28500}.mw-parser-output .ambox-style{border-left:10px solid #fc3}.mw-parser-output .ambox-move{border-left:10px solid #9932cc}.mw-parser-output .ambox-protection{border-left:10px solid #a2a9b1}.mw-parser-output .ambox .mbox-text{border:none;padding:0.25em 0.5em;width:100%}.mw-parser-output .ambox .mbox-image{border:none;padding:2px 0 2px 0.5em;text-align:center}.mw-parser-output .ambox .mbox-imageright{border:none;padding:2px 0.5em 2px 0;text-align:center}.mw-parser-output .ambox .mbox-empty-cell{border:none;padding:0;width:1px}.mw-parser-output .ambox .mbox-image-div{width:52px}html.client-js body.skin-minerva .mw-parser-output .mbox-text-span{margin-left:23px!important}@media(min-width:720px){.mw-parser-output .ambox{margin:0 10%}} This article needs a plot summary. Please add one in your own words. (July 2018) (Learn how and when to remove this template message)"
